load,CI-DCR,Greedy,Paper-IPD,Prediction-only,RP-0.2,Random,Strict-F-IPD,VDR-LA
0.8,0.9945997295903634,1.0,1.0,0.7367392709144286,0.8265639672184123,1.0,0.9965952863852052,0.9980049085660613
1.0,0.9650363991241211,1.0,1.0,0.6985925080458655,0.7802762504992874,1.0,0.9542677361242922,0.9853985796705393
1.2,0.9270896954034139,0.878185545733456,1.0840105263257604,0.7110063584555686,0.7731413885940098,0.878185545733456,0.8330379815918377,0.9316886064491433
1.5,0.8983794399980749,0.756595666904716,1.2114727399507241,0.7269072066193367,0.7756169466540057,0.756595666904716,0.7292458262467523,0.900212254216019
2.0,0.872188160331705,0.712497790968548,1.4115148266039144,0.7603671796891652,0.7875636340760701,0.712497790968548,0.6951801106728989,0.8918863329303975
