scale,eta,eta_under,eta_over,alg,frozen,greedy,n
0.5,0.28616049382716047,0.28616049382716047,0.0,0.9072138556419811,0.9072138556419811,0.8714659615433914,450
1.0,0.0,0.0,0.0,0.9702915734266876,0.9702895298062408,0.8714659615433914,450
1.5,0.28616049382716047,0.0,0.28616049382716047,0.9679083126042898,0.9676086546372118,0.8714659615433914,450
2.0,0.5723209876543209,0.0,0.5723209876543209,0.9523735723728379,0.9523496820912943,0.8714659615433914,450
