load,true_pattern,hetero,scale,pred_mode,cdf_mode,value_mode,frozen,calibrated,greedy,fipd,frozen_gap,calibrated_gap,delta,delta_std,runs,frozen_viol,calibrated_viol,delta_ci95
0.8,reverse,high,1.0,type-noisy,correct,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,high,1.0,type-noisy,correct,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,high,1.0,type-noisy,shifted,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,high,1.0,type-noisy,shifted,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,high,1.0,uniform,correct,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,high,1.0,uniform,correct,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,high,1.0,uniform,shifted,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,high,1.0,uniform,shifted,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,high,1.5,type-noisy,correct,exact,0.9963530661911758,0.9964691108375577,1.0,1.0,-0.003646933808824149,-0.0035308891624422634,0.00011604464638188538,0.0014784667061904452,10,0,0,0.0009163631583125991
0.8,reverse,high,1.5,type-noisy,correct,noisy,0.9989687135165648,0.9993812242583168,1.0,1.0,-0.0010312864834351898,-0.0006187757416831307,0.000412510741752059,0.001304473503222024,10,0,0,0.0008085210538340357
0.8,reverse,high,1.5,type-noisy,shifted,exact,0.9937596623655673,0.9998634402140926,1.0,1.0,-0.00624033763443268,-0.0001365597859074974,0.006103777848525183,0.017713523390853733,10,0,0,0.010978955543146292
0.8,reverse,high,1.5,type-noisy,shifted,noisy,0.9980597060160505,1.0,1.0,1.0,-0.0019402939839493593,0.0,0.0019402939839493593,0.00351388673447268,10,0,0,0.002177929562073855
0.8,reverse,high,1.5,uniform,correct,exact,0.9988849261697241,0.9988849261697241,1.0,1.0,-0.0011150738302758035,-0.0011150738302758035,0.0,0.0,10,0,0,0.0
0.8,reverse,high,1.5,uniform,correct,noisy,0.999244520418037,0.9995497911624014,1.0,1.0,-0.0007554795819630144,-0.0004502088375985758,0.0003052707443644387,0.0009653508552066366,10,0,0,0.0005983306589542998
0.8,reverse,high,1.5,uniform,shifted,exact,0.9998374385980118,1.0,1.0,1.0,-0.00016256140198831482,0.0,0.00016256140198831482,0.0005140642899132995,10,0,0,0.00031862034789709696
0.8,reverse,high,1.5,uniform,shifted,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,high,2.0,type-noisy,correct,exact,0.9981709036238533,0.9995312749134879,1.0,1.0,-0.0018290963761467215,-0.00046872508651203405,0.0013603712896346875,0.0036163220849569112,10,0,0,0.002241419650081624
0.8,reverse,high,2.0,type-noisy,correct,noisy,0.9845324834589604,0.9891365481432566,1.0,1.0,-0.015467516541039495,-0.010863451856743455,0.004604064684296039,0.008712489872774164,10,0,0,0.005400057169466929
0.8,reverse,high,2.0,type-noisy,shifted,exact,0.9608448975314786,0.9985745542457751,1.0,1.0,-0.039155102468521406,-0.001425445754224941,0.03772965671429647,0.02981546795165246,10,0,0,0.01847981849327146
0.8,reverse,high,2.0,type-noisy,shifted,noisy,0.9451312020371546,0.9936153952671163,1.0,1.0,-0.054868797962845474,-0.006384604732883803,0.04848419322996167,0.046083504982020414,10,0,0,0.028562852308152666
0.8,reverse,high,2.0,uniform,correct,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,high,2.0,uniform,correct,noisy,0.9871050084638607,0.9925733268646326,1.0,1.0,-0.012894991536139322,-0.007426673135367356,0.005468318400771966,0.005171669924819027,10,0,0,0.0032054342287278982
0.8,reverse,high,2.0,uniform,shifted,exact,0.9752710108536362,1.0,1.0,1.0,-0.024728989146363713,0.0,0.024728989146363713,0.0075774297325379115,10,0,0,0.004696539605881258
0.8,reverse,high,2.0,uniform,shifted,noisy,0.9705538707363758,1.0,1.0,1.0,-0.02944612926362421,0.0,0.02944612926362421,0.01085627745474524,10,0,0,0.006728790478875179
0.8,reverse,low,0.5,type-noisy,correct,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,0.5,type-noisy,correct,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,0.5,type-noisy,shifted,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,0.5,type-noisy,shifted,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,0.5,uniform,correct,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,0.5,uniform,correct,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,0.5,uniform,shifted,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,0.5,uniform,shifted,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.0,type-noisy,correct,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.0,type-noisy,correct,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.0,type-noisy,shifted,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.0,type-noisy,shifted,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.0,uniform,correct,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.0,uniform,correct,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.0,uniform,shifted,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.0,uniform,shifted,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.5,type-noisy,correct,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.5,type-noisy,correct,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.5,type-noisy,shifted,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.5,type-noisy,shifted,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.5,uniform,correct,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.5,uniform,correct,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.5,uniform,shifted,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,1.5,uniform,shifted,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,2.0,type-noisy,correct,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,2.0,type-noisy,correct,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,2.0,type-noisy,shifted,exact,0.9992174137131865,1.0,1.0,1.0,-0.0007825862868135359,0.0,0.0007825862868135359,0.002474755131944568,10,0,0,0.00153386912215453
0.8,reverse,low,2.0,type-noisy,shifted,noisy,0.9929149661158807,1.0,1.0,1.0,-0.007085033884119241,0.0,0.007085033884119241,0.014975090227515402,10,0,0,0.009281657083953641
0.8,reverse,low,2.0,uniform,correct,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,2.0,uniform,correct,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,2.0,uniform,shifted,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,low,2.0,uniform,shifted,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,medium,0.5,type-noisy,correct,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,medium,0.5,type-noisy,correct,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,medium,0.5,type-noisy,shifted,exact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
0.8,reverse,medium,0.5,type-noisy,shifted,noisy,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0,0,0.0
